## Comments
## MergeGeometrySegmentTest Test

## [InputGeom1] nvarchar(1000) NOT
## [InputGeom2] nvarchar(1000) NOT
## [ExpectedGeom] bit NOT
## [Tolerance] FLOAT NOT
## [Comments] nvarchar(1000) NOT

## Each line represents one test data to be inserted in DB
## Parameter Separator ||
## Should follow the same order of parameter; white space at the start and end of each param will be truncated

## [InputGeom1]                                     ||[InputGeom2]                                      ||[ExpectedResut1]                                                              ||[Tolerance]   ||[Comments]
LINESTRING (200000 104000 0, 205500 104000 5500)    ||LINESTRING (200000 104000 0, 205000 104000 3.107) ||LINESTRING (205000 104000 0, 200000 104000 5000, 205500 104000 10500)         ||0.5           ||
LINESTRING (200000 104000 0, 205500 104000 5500)    ||LINESTRING (205000 104000 0, 205500 104000 0.311) ||LINESTRING (200000 104000 0, 205500 104000 5500, 205000 104000 6000)          ||0.5           ||
LINESTRING (220000 103975 0, 218625 103975 1375)    ||LINESTRING (218625 103975 0, 220000 103975 0.854) ||LINESTRING (220000 103975 0, 218625 103975 1375, 220000 103975 2750)          ||0.5           ||

### DISCONNECTED SEGMENTS

## same direction with >0 offset measure            (both increasing order of measure)
LINESTRING(6 1  2220, 0.8 14.6  4112)               ||LINESTRING (11.6 0.7  10, 9 1  11)                ||MULTILINESTRING ((6 1 0, 0.8 14.6 14.560219778561), (11.6 0.7 14.560219778561, 9 1 17.1774702442215))        ||0.5           ||

## same direction with <= 0 offset measure          (both increasing order of measure)
LINESTRING(6 1  20, 18 13  41)                      ||LINESTRING(1.6 0.7  1000, 9 1  1100)              ||MULTILINESTRING ((6 1 0, 18 13 16.9705627484771), (1.6 0.7 16.9705627484771, 9 1 24.3766413329913))           ||0.5           ||

## same direction with >0 offset measure            (both decreasing order of measure)
LINESTRING(6 1  390, 0.8 14.6  120)                 ||  LINESTRING(1 1  102, 1 10  100)                 ||MULTILINESTRING ((6 1 0, 0.8 14.6 14.560219778561), (1 1 14.560219778561, 1 10 23.560219778561))              ||0.5           ||

## same direction with <= 0 offset measure          (both decreasing order of measure)
LINESTRING(1 12  30, 1 13  15, 11 15  10)           ||  LINESTRING(1.6 0.7  1000, 9 1  600)             ||MULTILINESTRING ((1 12 0, 1 13 1, 11 15 11.1980390271856), (1.6 0.7 11.1980390271856, 9 1 18.6041176116998))  ||0.5           ||



## Opposite direction with >0 offset measure        (increasing and decreasing order of measure)
LINESTRING(6 1  2390, 0.8 14.6  3120)               ||LINESTRING(1 1  102, 1 10  100)                   ||MULTILINESTRING ((6 1 0, 0.8 14.6 14.560219778561), (1 1 14.560219778561, 1 10 23.560219778561))              ||0.5           ||

## Opposite direction with <= 0 offset measure      (increasing and decreasing order of measure)
LINESTRING(6 1  2390, 0.8 14.6  3120)               ||LINESTRING(1 1  4000, 1 10  100)                  ||MULTILINESTRING ((6 1 0, 0.8 14.6 14.560219778561), (1 1 14.560219778561, 1 10 23.560219778561))              ||0.5           ||

## Opposite direction with >0 offset measure        (decreasing and increasing order of measure)
LINESTRING(6 1  2390, 0.8 14.6  3120)               ||LINESTRING(1 1  400, 1 10  100)                   ||MULTILINESTRING ((6 1 0, 0.8 14.6 14.560219778561), (1 1 14.560219778561, 1 10 23.560219778561))              ||0.5           ||

## Opposite direction with <= 0 offset measure      (decreasing and increasing order of measure)
LINESTRING(1 12  30, 1 13  15, 11 15  10)           ||LINESTRING(1.6 0.7  1000, 9 1  1600)              ||MULTILINESTRING ((1 12 0, 1 13 1, 11 15 11.1980390271856), (1.6 0.7 11.1980390271856, 9 1 18.6041176116998))  ||0.5           ||


### LINESTRING AND LINESTRING COMBINATIONS


##  End - Start Connected Structure

##  Same Directions of Measure
LINESTRING (1 1 10, 1 10 80)                        ||  LINESTRING (0.6 9.7 120, 4 16 170, 4 18 190)    ||LINESTRING (1 1 0, 0.6 9.7 8.70919054792121, 4 16 15.8681010795594, 4 18 17.8681010795594)                    ||0.5           ||
##  Opposite Directions of Measure
LINESTRING (1 1 10, 1 10 80)                        ||  LINESTRING (0.6 9.7 120, 4 16 90, 4 18 82)      ||LINESTRING (1 1 0, 0.6 9.7 8.70919054792121, 4 16 15.8681010795594, 4 18 17.8681010795594)                    ||0.5           ||

##  Start - Start Connected Structure (LS - LS)

##  Same Directions of Measure
LINESTRING (1 1 20, 1 10 28)                        ||  LINESTRING (0.7 0.5 37, 4 16 45, 4 18 48)       ||LINESTRING (4 18 0, 4 16 2, 1 1 17.2970585407784, 1 10 26.2970585407784)                                      ||0.5           ||
##  Opposite Directions of Measure
LINESTRING (1 1 120, 1 10 128)                      ||  LINESTRING (0.7 0.5 135, 1 3 48)                ||LINESTRING (1 3 0, 1 1 2, 1 10 11)                                                                            ||0.5           ||

##  Start – End Connected Structure (LS - LS)

##  Same Directions of Measure
LINESTRING (10 10 120, 10 12 125, 10 15 128)        ||  LINESTRING (5 5 35, 6 6 38, 10 10 50)           ||LINESTRING (5 5 0, 6 6 1.4142135623731, 10 10 77106781186549, 10 12 97106781186549, 10 15 12710678118655)   ||0.5           ||
##  Opposite Directions of Measure
LINESTRING (10 10 120, 10 12 125, 10 15 128)        ||  LINESTRING (5 5 135, 6 6 70, 9.7 9.6 42)        ||LINESTRING (5 5 0, 6 6 1.4142135623731, 10 10 77106781186549, 10 12 97106781186549, 10 15 12710678118655)   ||0.5           ||

##  End – End Connected Structure (LS - LS)

##  Same Directions of Measure
LINESTRING (10 15 10, 10 12 12, 10 10 20)           ||  LINESTRING (14 14 13, 16 16 16, 9.7 9.6 18)     ||LINESTRING (10 15 0, 10 12 2.99999999999999, 9.7 9.6 5.41867732448955, 16 16 14.3992118297403, 14 14 17.2276389544865)    ||0.5           ||
##  Opposite Directions of Measure
LINESTRING (10 15 10, 10 12 12, 10 10 20)           ||  LINESTRING (14 14 13, 16 16 6, 9.7 9.6 2)       ||LINESTRING (10 15 0, 10 12 2.99999999999999, 9.7 9.6 5.41867732448955, 16 16 14.3992118297403, 14 14 17.2276389544865)    ||0.5           ||

##  Both ends Connected Structure

##  Same Directions of Measure
LINESTRING (10 15 9, 10 14 12, 10 10 20)            ||  LINESTRING (9.5 14.5 100, 10 18 120, 10 10 200) ||LINESTRING (10 15 0, 10 14 0.999999999999998, 10 10 4.99999999999999, 10 18 13, 9.5 14.5 16.5355339059327)                ||0.5           ||
##  Opposite Directions of Measure
LINESTRING (10 15 9, 10 14 12, 10 10 20)            ||  LINESTRING (9.5 14.5 100, 10 18 10, 10 10 5)    ||LINESTRING (10 15 0, 10 14 0.999999999999998, 10 10 4.99999999999999, 10 18 13, 9.5 14.5 16.5355339059327)                ||0.5           ||


### MULTILINESTRING AND MULTILINESTRING COMBINATIONS


##  End – Start Connected Structure (MLS - MLS)

##  Same Directions of Measure
MULTILINESTRING ((1 1 0, 1 10 102), (1 12 130, 1 13 155, 1 15 200))     ||  MULTILINESTRING ((0.5 14.7 10, 2 10 23), (2 12 30, 2 15 69))       ||MULTILINESTRING ((1 1 0, 1 10 8.99999999999998), (1 12 8.99999999999998, 1 13 9.99999999999998, 0.5 14.7 11.7720045146669, 2 10 16.7055630680845), (2 12 16.7055630680845, 2 15 19.7055630680845))     ||0.5       ||
##  Opposite Directions of Measure
MULTILINESTRING (( 1 1 0, 1 10 102), (1 12 130, 1 13 155, 1 15 200))    ||  MULTILINESTRING (( 0.5 14.7 100, 2 10 23), (2 12 10, 2 15 9))      ||MULTILINESTRING ((1 1 0, 1 10 8.99999999999998), (1 12 8.99999999999998, 1 13 9.99999999999998, 0.5 14.7 11.7720045146669, 2 10 16.7055630680845), (2 12 16.7055630680845, 2 15 19.7055630680845))     ||0.5       ||

##  Start – Start Connected Structure (MLS - MLS)

##  Same Directions of Measure
MULTILINESTRING (( 1 1 0, 1 10 102), (1 12 130, 1 13 155, 1 15 200))    ||  MULTILINESTRING (( 0.5 0.6 10, 2 10 23), (2 12 30, 2 15 69))       ||MULTILINESTRING ((2 15 0, 2 12 3), (2 10 3, 1 1 12553851381374, 1 10 21553851381374), (1 12 21553851381374, 1 13 22553851381374, 1 15 24553851381374))       ||0.5       ||
##  Opposite Directions of Measure
MULTILINESTRING (( 1 1 0, 1 10 102), (1 12 130, 1 13 155, 1 15 200))    ||  MULTILINESTRING (( 0.5 0.7 100, 2 10 23), (2 12 10, 2 15 9))       ||MULTILINESTRING ((2 15 0, 2 12 3), (2 10 3, 1 1 12553851381374, 1 10 21553851381374), (1 12 21553851381374, 1 13 22553851381374, 1 15 24553851381374))       ||0.5       ||

##  Start – End Connected Structure (MLS - MLS)

##  Same Directions of Measure
MULTILINESTRING (( 1 1 0, 1 10 102), (1 12 130, 1 13 155, 1 15 200))    ||  MULTILINESTRING ((14 1 100, 9 1 190), (6 1 210, 0.8 0.6 220))      ||MULTILINESTRING ((14 1 0, 9 1 5), (6 1 5, 1 1 10, 1 10 19), (1 12 19, 1 13 20, 1 15 22))       ||0.5       ||
##  Opposite Directions of Measure
MULTILINESTRING (( 1 1 0, 1 10 102), (1 12 130, 1 13 155, 1 15 200))    ||  MULTILINESTRING ((14 1 100, 9 1 90), (6 1 10, 0.8 0.6 8))          ||MULTILINESTRING ((14 1 0, 9 1 5), (6 1 5, 1 1 10, 1 10 19), (1 12 19, 1 13 20, 1 15 22))       ||0.5       ||

##  Both ends Connected Structure (MLS - MLS)

##  Same Directions of Measure
