## Comments
## RemoveDuplicateVertices Test
## [InputGeom]			nvarchar(1000)
## [Tolerance]			double
## [ExpectedGeom]		nvarchar(1000)
## [Comments]			nvarchar(1000)
## Each line represents one test data to be inserted in DB
## Parameter Separator ||
## Should follow the same order of parameter; white space at the start and end of each param will be truncated
##	INPUT GEOM			||		TOLERANCE		||	EXPECTED RESULT			||	COMMENTS
POINT (0 0)     ||     0.5     ||     POINT (0 0)     ||
POINT (0 0 0)     ||     0.5     ||     POINT (0 0 0)     ||
POINT (3 4)     ||     0.5     ||     POINT (3 4)     ||
POINT(3 4 2.5)     ||     0.5     ||     POINT (3 4 2.5)     ||
POINT(3 5 6)     ||     0.5     ||     POINT (3 5 6)     ||
LINESTRING(0 0, 0 0, 0 0)     ||     0.5     ||     POINT (0 0)     ||
LINESTRING(1 1, 1 2)     ||     0.5     ||     LINESTRING (1 1, 1 2)     ||
LINESTRING(1 1 3, 1 1 3)     ||     0.5     ||     POINT (1 1 3)     ||
LINESTRING(1 1 3, 1 1 6)     ||     0.5     ||     LINESTRING (1 1 3, 1 1 6)     ||
LINESTRING(1 1, 2 3, 4 8,  -6 3)     ||     0.5     ||     LINESTRING (1 1, 2 3, 4 8, -6 3)     ||
LINESTRING (1 1 0, 1 1 5, 1 1 10, 2 2 1, 1 1 2, 1 1 05,   0.49 0.49 20,  1.5 1.6 2,  3 3 23, 4 4 10, 1 1 200, 1 1 0, 1 1 0)     ||     0.5     ||     LINESTRING (1 1 0, 2 2 1, 1 1 2, 0.49 0.49 20, 1.5 1.6 2, 3 3 23, 4 4 10, 1 1 0)     ||
LINESTRING (12 12 1, 11.7 11.7 1, 11.7 11.7 21)     ||     0.5     ||     POINT (11.7 11.7 21)     ||
CIRCULARSTRING(1 1, 2 0, -1 1)     ||     0.5     ||     CIRCULARSTRING (1 1, 2 0, -1 1)     ||
CIRCULARSTRING(1 1, 12 0, 22 0, 12 10, 1 1)     ||     0.5     ||     COMPOUNDCURVE (LINESTRING (1 1, 12 0, 22 0), CIRCULARSTRING (22 0, 12 10, 1 1))     ||
POLYGON((1 1, 3 3, 3 1, 3 3, 3 3, 1 1))     ||     0.5     ||     LINESTRING (3 1, 3 3, 1 1)     ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))     ||     0.5     ||     POLYGON ((-5 -5, 5 -5, 5 5, -5 5, -5 -5), (0 0, 0 3, 3 3, 3 0, 0 0))     ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 6 0, 6 3, 3 3, 3 0))     ||     0.5     ||     MULTIPOLYGON (((5 3, 5 0, 6 0, 6 3, 5 3)), ((-5 5, -5 -5, 5 -5, 5 0, 3 0, 3 3, 5 3, 5 5, -5 5)))     ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 6 0, 6 3, 3 3, 3 0))     ||     0.5     ||     MULTIPOLYGON (((5 3, 5 0, 6 0, 6 3, 5 3)), ((-5 5, -5 -5, 5 -5, 5 0, 3 0, 3 3, 5 3, 5 5, -5 5)))     ||
POLYGON((1 1, 1 1, 1 1, 1 1))     ||     0.5     ||     POINT (1 1)     ||
POLYGON((1 1, 1 1, 1 1, 1 1), (11 11, 11 11, 11 11, 11 11))     ||     0.5     ||     POINT (1 1)     ||
CURVEPOLYGON((0 0, 0 0, 0 0, 0 0))     ||     0.5     ||     POINT (0 0)     ||
CURVEPOLYGON(CIRCULARSTRING(1 3, 3 5, 4 7, 7 3, 1 3))     ||     0.5     ||     CURVEPOLYGON (COMPOUNDCURVE (CIRCULARSTRING (1 3, 7 3, 4 7), (4 7, 3 5, 1 3)))     ||
CURVEPOLYGON((-122.3 47, 122.3 -47, 125.7 -49, 121 -38, -122.3 47))     ||     0.5     ||     POLYGON ((-122.3 47, 122.3 -47, 125.7 -49, 121 -38, -122.3 47))     ||
MULTIPOINT((2 3 6 ), (7 8 12))     ||     0.5     ||     MULTIPOINT ((2 3 6), (7 8 12))     ||
MULTILINESTRING((1 1, 3 5), (-5 3, -8 -2))     ||     0.5     ||     MULTILINESTRING ((1 1, 3 5), (-5 3, -8 -2))     ||
MULTILINESTRING((1 1, 5 5), (1 3, 3 1))     ||     0.5     ||     MULTILINESTRING ((1 1, 5 5), (1 3, 3 1))     ||
MULTILINESTRING((1 1, 3 3, 5 5),(3 3, 5 5, 7 7))     ||     0.5     ||     MULTILINESTRING ((1 1, 3 3, 5 5), (3 3, 5 5, 7 7))     ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1), (133 133, 4 4 , 3 3, 2 2, 133 133)),((1 1, 3 1, 3 3, 1 3, 1 1)))     ||     0.5     ||     MULTIPOLYGON (((1 1, -1 1, -1 -1, 1 -1, 1 1)), ((1 1, 3 1, 3 3, 1 3, 1 1)))     ||
GEOMETRYCOLLECTION(LINESTRING(1 1, 3 5),POLYGON((-1 -1, -1 -5, -5 -5, -5 -1, -1 -1)))     ||     0.5     ||     GEOMETRYCOLLECTION (LINESTRING (1 1, 3 5), POLYGON ((-1 -1, -5 -1, -5 -5, -1 -5, -1 -1)))     ||
CURVEPOLYGON(CIRCULARSTRING(1 3, 3 5, 4 7, 7 3, 1 3),CIRCULARSTRING(11 13, 13 15, 14 17, 17 13, 11 13))     ||     0.5     ||     MULTISURFACE (COMPOUNDCURVE (CIRCULARSTRING (11 13, 16.5 12, 14 17), (14 17, 13 15, 11 13)), COMPOUNDCURVE (CIRCULARSTRING (1 3, 6.5 2, 4 7), (4 7, 3 5, 1 3)))     ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 3, 1 1)))     ||     0.5     ||     MULTIPOLYGON (((1 1, -1 1, -1 -1, 1 -1, 1 1)), ((1 1, 3 1, 3 3, 1 3, 1 1)))     ||
CURVEPOLYGON(COMPOUNDCURVE(CIRCULARSTRING(0 4, 4 0, 8 4), (8 4, 0 4)), COMPOUNDCURVE(CIRCULARSTRING(10 14, 14 10, 18 14), (18 14, 10 14)))     ||     0.5     ||     CURVEPOLYGON (COMPOUNDCURVE (CIRCULARSTRING (0 4, 4 0, 8 4), (8 4, 0 4)))     ||
CURVEPOLYGON((0 0, 0 0 , 0 0 , 0 0 ), (0 0, 0 0 , 0 0 , 0 0 ))     ||     0.5     ||     MULTIPOINT ((0 0), (0 0))     ||
CURVEPOLYGON((0 0, 0 0 , 0 0 , 0 0 ), (0 0, 0 0 , 0 0 , 0 0 ))     ||     0.5     ||     MULTIPOINT ((0 0), (0 0))     ||
CURVEPOLYGON((0 0, 0 0 , 0 0 , 0 0 ))     ||     0.5     ||     POINT (0 0)     ||
CURVEPOLYGON((1 3, 3 5, 4 7, 7 3, 1 3),(11 13, 13 15, 14 17, 17 13, 11 13))     ||     0.5     ||     MULTIPOLYGON (((1 3, 7 3, 4 7, 3 5, 1 3)), ((11 13, 17 13, 14 17, 13 15, 11 13)))     ||
