## Comments
## Extract Test

## [InputGeom]          nvarchar(4000)
## [ElementIndex]       int NOT NULL
## [SubElementIndex]    int NULL
## [ExpectedGeom]       nvarchar(4000)
## [Comments]           nvarchar(1000)

## Each line represents one test data to be inserted in DB
## Parameter Separator ||
## Should follow the same order of parameter; white space at the start and end of each param will be truncated

##InputGeom         ||ElementIndex      ||SubElementIndex    ||ExpectedResult1     ||  COMMENTS
POINT(1 1 1)        ||1                 ||0                  ||POINT(1 1 1)        ||
POINT(1 1 1)        ||4                 ||2                  ||POINT EMPTY         ||
POINT(1 1 1)        ||1                 ||2                  ||POINT EMPTY         ||
MULTIPOINT((1 1 1), (2 2 2), (3 3 3), (4 4 4))        ||1                 ||0                  ||MULTIPOINT((1 1 1), (2 2 2), (3 3 3), (4 4 4))         ||
MULTIPOINT((1 1 1), (2 2 2), (3 3 3), (4 4 4))        ||1                 ||1                  ||POINT(1 1 1)         ||
MULTIPOINT((1 1 1), (2 2 2), (3 3 3), (4 4 4))        ||1                 ||3                  ||POINT(3 3 3)         ||
MULTIPOINT((1 1 1), (2 2 2), (3 3 3), (4 4 4))        ||2                 ||3                  ||POINT EMPTY        ||
MULTIPOINT((1 1 1), (2 2 2), (3 3 3), (4 4 4))        ||2                 ||5                  ||POINT EMPTY        ||
LINESTRING(1 1 1, 2 2 2)       ||1                 ||0                  ||LINESTRING(1 1 1, 2 2 2)        ||
LINESTRING(1 1 1, 2 2 2)       ||1                 ||1                  ||LINESTRING(1 1 1, 2 2 2)        ||
LINESTRING(1 1 1, 2 2 2)       ||2                 ||0                  ||LINESTRING EMPTY        ||
LINESTRING(1 1 1, 2 2 2)       ||1                 ||2                  ||LINESTRING EMPTY        ||
CIRCULARSTRING(1 1, 2 0, -1 1)       ||1                 ||0                  ||CIRCULARSTRING(1 1, 2 0, -1 1)       ||
CIRCULARSTRING(1 1, 2 0, -1 1)       ||1                 ||1                  ||CIRCULARSTRING(1 1, 2 0, -1 1)       ||
CIRCULARSTRING(1 1, 2 0, -1 1)       ||2                 ||0                  ||CIRCULARSTRING EMPTY      ||
CIRCULARSTRING(1 1, 2 0, -1 1)       ||1                 ||2                  ||CIRCULARSTRING EMPTY      ||
MULTILINESTRING((1 1 1, 2 2 2), (3 3 3, 4 4 4))     ||1     ||0     ||LINESTRING(1 1 1, 2 2 2)   ||
MULTILINESTRING((1 1 1, 2 2 2), (3 3 3, 4 4 4))     ||1     ||1     ||LINESTRING(1 1 1, 2 2 2)  ||
MULTILINESTRING((1 1 1, 2 2 2), (3 3 3, 4 4 4))     ||2     ||0     ||LINESTRING(3 3 3, 4 4 4)  ||
MULTILINESTRING((1 1 1, 2 2 2), (3 3 3, 4 4 4))     ||2     ||1     ||LINESTRING(3 3 3, 4 4 4)  ||
MULTILINESTRING((1 1 1, 2 2 2), (3 3 3, 4 4 4))     ||3     ||0     ||LINESTRING EMPTY  ||
MULTILINESTRING((1 1 1, 2 2 2), (3 3 3, 4 4 4))     ||2     ||2     ||LINESTRING EMPTY  ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))     ||1     ||0     ||POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))   ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))     ||1     ||1     ||POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5))   ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))     ||1     ||2     ||POLYGON((0 0, 3 0, 3 3, 0 3, 0 0))   ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))     ||2     ||3     ||POLYGON EMPTY   ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))     ||1     ||3     ||POLYGON EMPTY   ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 1)))    ||1     ||0     ||POLYGON((1 1, 1 -1, -1 -1, -1 1, 1 1))   ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 1)))    ||1     ||1     ||POLYGON((1 1, 1 -1, -1 -1, -1 1, 1 1))   ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 1)))    ||2     ||0     ||POLYGON((1 1, 3 1, 3 3, 1 1))   ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 1)))    ||2     ||1     ||POLYGON((1 1, 3 1, 3 3, 1 1))   ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 1)))    ||3     ||0     ||POLYGON EMPTY   ||
MULTIPOLYGON(((0 0, 0 3, 3 3, 3 0, 0 0), (1 1, 1 2, 2 1, 1 1)), ((9 9, 9 10, 10 9, 9 9)))   ||1     ||0     ||POLYGON((0 0, 0 3, 3 3, 3 0, 0 0), (1 1, 1 2, 2 1, 1 1))  ||
