## Comments
## PolygonToLine Test

## [InputGeom]          nvarchar(1000)
## [ExpectedGeom]       nvarchar(1000)
## [Comments]           nvarchar(1000)

## Each line represents one test data to be inserted in DB
## Parameter Separator ||
## Should follow the same order of parameter; white space at the start and end of each param will be truncated

##  INPUT GEOM                                                                                              ||EXPECTED RESULT                                                                                                   ||COMMENTS
POINT(3 4)                                                                                                  ||POINT (3 4)                                                                                                       ||
POINT(3 4 2.5)                                                                                              ||POINT (3 4 2.5)                                                                                                   ||
POINT(3 5 6)                                                                                                ||POINT (3 5 6)                                                                                                     ||
LINESTRING(1 1, 2 3, 4 8, -6 3)                                                                             ||LINESTRING (1 1, 2 3, 4 8, -6 3)                                                                                  ||
LINESTRING(1 1, 2 2)                                                                                        ||LINESTRING (1 1, 2 2)                                                                                             ||
CIRCULARSTRING(1 1, 2 0, -1 1)                                                                              ||CIRCULARSTRING (1 1, 2 0, -1 1)                                                                                   ||
CIRCULARSTRING(1 1, 12 0, 22 0, 12 10, 1 1)                                                                 ||CIRCULARSTRING (1 1, 12 0, 22 0, 12 10, 1 1)                                                                      ||
POLYGON((1 1, 3 3, 3 1, 1 1))                                                                               ||LINESTRING (1 1, 3 3, 3 1, 1 1)                                                                                   ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))                                         ||MULTILINESTRING ((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (0 0, 3 0, 3 3, 0 3, 0 0))                                      ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 6 0, 6 3, 6 6, 3 0))                                         ||MULTILINESTRING ((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 6 0, 6 3, 6 6, 3 0))                                      ||
POLYGON((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 2 1, 3 3, 2 3, 3 0))                                         ||MULTILINESTRING ((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 2 1, 3 3, 2 3, 3 0))                                      ||
POLYGON((1 1, 1 1, 1 1, 1 1))                                                                               ||LINESTRING (1 1, 1 1, 1 1, 1 1)                                                                                   ||
CURVEPOLYGON((0 0, 0 0, 0 0, 0 0))                                                                          ||LINESTRING (0 0, 0 0, 0 0, 0 0)                                                                                   ||
CURVEPOLYGON(CIRCULARSTRING(1 3, 3 5, 4 7, 7 3, 1 3))                                                       ||CIRCULARSTRING (1 3, 3 5, 4 7, 7 3, 1 3)                                                                          ||
CURVEPOLYGON((-122.3 47, 122.3 -47, 125.7 -49, 121 -38, -122.3 47))                                         ||LINESTRING (-122.3 47, 122.3 -47, 125.7 -49, 121 -38, -122.3 47)                                                  ||
MULTIPOINT((2 3 6 ), (7 8 12))                                                                              ||MULTIPOINT ((2 3 6), (7 8 12))                                                                                    ||
MULTILINESTRING((1 1, 3 5), (-5 3, -8 -2))                                                                  ||MULTILINESTRING ((1 1, 3 5), (-5 3, -8 -2))                                                                       ||
MULTILINESTRING((1 1, 5 5), (1 3, 3 1))                                                                     ||MULTILINESTRING ((1 1, 5 5), (1 3, 3 1))                                                                          ||
MULTILINESTRING((1 1, 3 3, 5 5),(3 3, 5 5, 7 7))                                                            ||MULTILINESTRING ((1 1, 3 3, 5 5), (3 3, 5 5, 7 7))                                                                ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)))                                                               ||MULTILINESTRING ((1 1, 1 -1, -1 -1, -1 1, 1 1))                                                                   ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 3, 1 1)))                                   ||MULTILINESTRING ((1 1, 1 -1, -1 -1, -1 1, 1 1), (1 1, 3 1, 3 3, 1 3, 1 1))                                        ||
MULTIPOLYGON(((2 2, 2 -2, -2 -2, -2 2, 2 2)),((1 1, 3 1, 3 3, 1 3, 1 1)))                                   ||MULTILINESTRING ((2 2, 2 -2, -2 -2, -2 2, 2 2), (1 1, 3 1, 3 3, 1 3, 1 1))                                        ||
MULTIPOLYGON(((1 1, 1 1, 1 1, 1 1)),((1 1, 3 1, 3 3, 1 3, 1 1)))                                            ||MULTILINESTRING ((1 1, 1 1, 1 1, 1 1), (1 1, 3 1, 3 3, 1 3, 1 1))                                                 ||
MULTIPOLYGON(((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 2 1, 3 3, 2 3, 3 0)),((1 1, 3 1, 3 3, 1 3, 1 1)))      ||MULTILINESTRING ((-5 -5, -5 5, 5 5, 5 -5, -5 -5), (3 0, 2 1, 3 3, 2 3, 3 0), (1 1, 3 1, 3 3, 1 3, 1 1))           ||
MULTIPOLYGON(((1 1, 1 -1, -1 -1, -1 1, 1 1)),((1 1, 3 1, 3 3, 1 3, 1 1)))                                   ||MULTILINESTRING ((1 1, 1 -1, -1 -1, -1 1, 1 1), (1 1, 3 1, 3 3, 1 3, 1 1))                                        ||
GEOMETRYCOLLECTION(LINESTRING(1 1, 3 5),POLYGON((-1 -1, -1 -5, -5 -5, -5 -1, -1 -1)))                       ||GEOMETRYCOLLECTION (LINESTRING (1 1, 3 5), POLYGON ((-1 -1, -1 -5, -5 -5, -5 -1, -1 -1)))                         ||
CURVEPOLYGON(CIRCULARSTRING(1 3, 3 5, 4 7, 7 3, 1 3),CIRCULARSTRING(11 13, 13 15, 14 17, 17 13, 11 13))     ||GEOMETRYCOLLECTION (CIRCULARSTRING (1 3, 3 5, 4 7, 7 3, 1 3), CIRCULARSTRING (11 13, 13 15, 14 17, 17 13, 11 13)) ||
CURVEPOLYGON((0 0, 0 0 , 0 0 , 0 0 ), (0 0, 0 0 , 0 0 , 0 0 ))                                              ||MULTILINESTRING ((0 0, 0 0, 0 0, 0 0), (0 0, 0 0, 0 0, 0 0))                                                      ||
CURVEPOLYGON((0 0, 0 0 , 0 0 , 0 0 ), (0 0, 0 0 , 0 0 , 0 0 ))                                              ||MULTILINESTRING ((0 0, 0 0, 0 0, 0 0), (0 0, 0 0, 0 0, 0 0))                                                      ||
CURVEPOLYGON((0 0, 0 0 , 0 0 , 0 0 ))                                                                       ||LINESTRING (0 0, 0 0, 0 0, 0 0)                                                                                   ||
CURVEPOLYGON((1 3, 3 5, 4 7, 7 3, 1 3),(11 13, 13 15, 14 17, 17 13, 11 13))                                 ||MULTILINESTRING ((1 3, 3 5, 4 7, 7 3, 1 3), (11 13, 13 15, 14 17, 17 13, 11 13))                                  ||
CURVEPOLYGON(CIRCULARSTRING(0 4, 4 0, 8 4, 4 8, 0 4))                                                       ||CIRCULARSTRING (0 4, 4 0, 8 4, 4 8, 0 4)                                                                          ||
CURVEPOLYGON(CIRCULARSTRING(0 4, 4 0, 8 4, 4 8, 0 4), (2 4, 4 2, 6 4, 4 6, 2 4))                            ||GEOMETRYCOLLECTION (CIRCULARSTRING (0 4, 4 0, 8 4, 4 8, 0 4), LINESTRING (2 4, 4 2, 6 4, 4 6, 2 4))               ||
CURVEPOLYGON(COMPOUNDCURVE(CIRCULARSTRING(0 4, 4 0, 8 4), (8 4, 0 4)))                                      ||GEOMETRYCOLLECTION (COMPOUNDCURVE (CIRCULARSTRING (0 4, 4 0, 8 4), (8 4, 0 4)))                                   ||
CURVEPOLYGON((0 4, 4 0, 8 4, 4 8, 0 4), (2 4, 4 2, 6 4, 4 6, 2 4))                                          ||MULTILINESTRING ((0 4, 4 0, 8 4, 4 8, 0 4), (2 4, 4 2, 6 4, 4 6, 2 4))                                            ||
CURVEPOLYGON((0 4, 4 0, 8 4, 4 8, 0 4), CIRCULARSTRING (2 4, 4 2, 6 4, 4 6, 2 4))                           ||GEOMETRYCOLLECTION (LINESTRING (0 4, 4 0, 8 4, 4 8, 0 4), CIRCULARSTRING (2 4, 4 2, 6 4, 4 6, 2 4))               ||
CURVEPOLYGON(COMPOUNDCURVE(CIRCULARSTRING(0 4, 4 0, 8 4), (8 4, 0 4)), COMPOUNDCURVE(CIRCULARSTRING(10 14, 14 10, 18 14), (18 14, 10 14)))     ||GEOMETRYCOLLECTION (COMPOUNDCURVE (CIRCULARSTRING (0 4, 4 0, 8 4), (8 4, 0 4)), COMPOUNDCURVE (CIRCULARSTRING (10 14, 14 10, 18 14), (18 14, 10 14)))     ||     
CURVEPOLYGON(COMPOUNDCURVE(CIRCULARSTRING(10 14, 14 10, 18 14), (18 14, 10 14)), COMPOUNDCURVE(CIRCULARSTRING(0 4, 4 0, 8 4), (8 4, 0 4)))     ||GEOMETRYCOLLECTION (COMPOUNDCURVE (CIRCULARSTRING (10 14, 14 10, 18 14), (18 14, 10 14)), COMPOUNDCURVE (CIRCULARSTRING (0 4, 4 0, 8 4), (8 4, 0 4)))     ||     
MULTIPOLYGON (((-122.256038665771 47.7923189997673, -122.252338409424 47.796319000423, -122.254638671875 47.7988189999014, -122.257638931274 47.7975190002471, -122.258993148804 47.7964150002226, -122.2591381073 47.7951189996675, -122.256038665771 47.7923189997673)), ((-122.164035797119 47.7760199997574, -122.16453742981 47.7818200001493, -122.16693687439 47.781973999925, -122.168111801147 47.7837129998952, -122.167928695679 47.7906179996207, -122.144636154175 47.7903199996799, -122.144037246704 47.7940199999139, -122.145757675171 47.7964700004086, -122.151037216187 47.8018199997023, -122.153137207031 47.8018199997023, -122.155040740967 47.8029209999368, -122.156539916992 47.8049170002341, -122.159736633301 47.8050199998543, -122.165716171265 47.8090129997581, -122.180738449097 47.8125200001523, -122.180637359619 47.805320000276, -122.187866210938 47.8053609998897, -122.187854766846 47.80680700019, -122.194986343384 47.8112030001357, -122.197776794434 47.8119069999084, -122.198986053467 47.8116450002417, -122.201837539673 47.80941899959, -122.228832244873 47.8094290001318, -122.230995178223 47.8065200001001, -122.244031906128 47.8065320001915, -122.244092941284 47.7912999996915, -122.255237579346 47.7914190003648, -122.263654708862 47.7917179996148, -122.263202667236 47.7904059998691, -122.260738372803 47.7885189997032, -122.258138656616 47.7891189996153, -122.257038116455 47.7871190002188, -122.256938934326 47.7854190003127, -122.258237838745 47.785118999891, -122.259937286377 47.7849190002307, -122.265281677246 47.7871669763699, -122.265237808228 47.7877597762272, -122.266557693481 47.7890510000288, -122.269239425659 47.7890189997852, -122.270322799683 47.7883679997176, -122.267955780029 47.7852420760319, -122.265975952148 47.7852420760319, -122.265741348267 47.7847254760563, -122.264749526978 47.7797870002687, -122.266660690308 47.7786090001464, -122.26683807373 47.7770189996809, -122.265438079834 47.7768190000206, -122.260738372803 47.7769189998508, -122.257837295532 47.7769189998508, -122.227281570435 47.7766370000318, -122.226137161255 47.7766199996695, -122.223136901855 47.7766199996695, -122.212436676025 47.7765199998394, -122.203237533569 47.7764200000092, -122.201736450195 47.7764200000092, -122.191036224365 47.776220000349, -122.16693687439 47.7761199995875, -122.164035797119 47.7760199997574))) || LINESTRING(1 1, 2 2) ||
